,_id,text,orig_gender
1193,train41607,name of the actress in student of the year 2,f
1194,train41612,who won the women's doubles at wimbledon 2017,f
1195,train41654,who sang i was made to love her,f
1196,train41708,who is the actress that plays dabby on disjointed,f
1197,train41772,who plays andrea's sister in the walking dead,f
1198,train41780,who played miss jean brodie in the tv series,f
1199,train41831,who played princess summer fall winter spring on howdy doody,f
1200,train41844,who wrote queen of my double wide trailer,f
1201,train41867,who played emma watson's mother in the circle,f
1202,train42001,who sings with nickelback in she keeps me up,f
1203,train42056,who is the longest reigning wwe women's champion,f
1204,train42060,who plays the wildling woman in game of thrones,f
1205,train42093,who is lyra's mother in the golden compass,f
1206,train42132,who does oliver queen marry in the arrow,f
1207,train42175,who plays tony stark's mom in civil war,f
1208,train42197,who plays walter denton on our miss brooks,f
1209,train42204,who played mel gibson's wife in signs,f
1210,train42226,who played joy's mother on hot in cleveland,f
1211,train42334,who sings someday lady you'll accomp'ny me,f
1212,train42341,who won the women's asia t20 cup 2018,f
1213,train42344,who played leo's daughter on west wing,f
1214,train42353,who plays princess jasmine on once upon a time,f
1215,train42358,who is the lead actress in jurassic world,f
1216,train42411,who sang this girl is a woman now,f
1217,train42469,who was the first female amputee to climb mount everest,f
1218,train42480,who played the orion girl in star trek,f
1219,train42496,who is the actress that plays debbie gallagher,f
1220,train42498,who sings the song i kissed a girl and i liked it,f
1221,train42519,who did our lady of knock appear to,f
1222,train42522,what is the name of the girl chipmunks,f
1223,train42540,who plays the nun on orange is the new black,f
1224,train42554,where are we now video who is the girl,f
1225,train42599,who plays the mayor in the good witch,f
1226,train42644,who is the actress who plays v on shameless,f
1227,train42662,who played the mother in yankee doodle dandy,f
1228,train42682,who shot dexter's sister in season 4,f
1229,train42719,who plays lucas friar on girl meets world,f
1230,train42749,who played the little girl on the bernie mac show,f
1231,train42772,who did robin stalk in how i met your mother,f
1232,train42774,who plays pam's grandma in the office,f
1233,train42870,who sings the song this little girl is mine,f
1234,train42890,who played the female stormtrooper in the force awakens,f
1235,train42895,who sang the song queen of my heart,f
1236,train42929,who plays mercy's girlfriend on orange is the new black,f
1237,train42974,who is the girl who sang with eminem on saturday night live,f
1238,train42998,who is on the queen is dead cover,f
1239,train43006,who played ms darbus in high school musical,f
1240,train43019,who won the women's wimbledon championship 2015,f
1241,train43026,who played princess jelly in carry on up the khyber,f
1242,train43053,who did james bond marry in on her majesty's secret service,f
1243,train43122,who played the oldest daughter in the partridge family,f
1244,train43168,who was locked in the basement on desperate housewives,f
1245,train43183,who owns the alluvian hotel in greenwood ms,f
1246,train43217,who is credited with starting the second wave of the women's rights movement in the united states,f
1247,train43232,who won the ladies roar of the rings,f
1248,train43368,who played churchill's wife in the crown,f
1249,train43433,who sings the song that girl is poison,f
1250,train43476,who played edward 40 hands how i met your mother,f
1251,train43576,who is the girl in far east movement like a g6,f
1252,train43589,who is the girl dancing with pitbull in timber,f
1253,train43598,who plays alba in the time traveler's wife,f
1254,train43644,who becomes badnaam for her darling according to the song in dabangg,f
1255,train43820,who is the sportscaster that bit the lady,f
1256,train43823,who is the female singer in all that remains,f
1257,train43931,who achieved international fame as a drag queen,f
1258,train43946,who did nate archibald date in gossip girl,f
1259,train43954,who plays lilith as a little girl in supernatural,f
1260,train43979,who is the new girl on breakfast television,f
1261,train44015,who plays seth rogen's wife in neighbors,f
1262,train44026,who was the first woman to be sent into space,f
1263,train44069,who is the lead singer for iron maiden,f
1264,train44072,who is the scottish girl on the wright stuff,f
1265,train44085,who is the movie gone girl based on,f
1266,train44113,who plays captain in how i met your mother,f
1267,train44201,who was the first african amercian woman to be crowned miss america,f
1268,train44202,who is the actress who plays po on teletubbies,f
1269,train44203,who is the girl in janie's got a gun,f
1270,train44234,who kissed the girl and made them cry,f
1271,train44281,who plays ashley cowgills wife in happy valley,f
1272,train44424,who played that girl in the tv series,f
1273,train44426,who is the girl in crawling linkin park video,f
1274,train44427,who was the mom on sweet life of zack and cody,f
1275,train44454,who built the basilica of our lady of guadalupe,f
1276,train44481,who played tony blair in the film the queen,f
1277,train44502,who played ma in every which way but loose,f
1278,train44504,who played grandma pearl in big fat liar,f
1279,train44529,who plays jane's mother in jane the virgin,f
1280,train44539,who played the little girl in the original exorcist,f
1281,train44616,who is the congresswoman that wears cowboy hats,f
1282,train44711,who played the little girl in worzel gummidge,f
1283,train44738,who is the woman on the surfer rosa album cover,f
1284,train44746,when does barney find out who the mystery girl is,f
1285,train44876,who sings you must be a special lady and a very exciting girl,f
1286,train44927,who played miles on sabrina the teenage witch,f
1287,train44937,who plays young lily bass in gossip girl,f
1288,train45010,who plays roseanne's mom on the show,f
1289,train45033,who played roger's wife on what's happening,f
1290,train45082,who was the actress that died in a skiing accident,f
1291,train45097,who was the woman that died at chappaquiddick,f
1292,train45132,who plays the witch in the last witch hunter,f
1293,train45137,who plays the queen in the musketeers bbc,f
1294,train45150,who sings who's making love to your old lady,f
1295,train45270,who played the aunts in james and the giant peach,f
1296,train45321,who is the actress that plays mary jane in spiderman,f
1297,train45362,who is the actress who plays estelle on friends,f
1298,train45363,who plays leslie mann's daughter in blockers,f
1299,train45392,what is the name of a female donkey,f
1300,train45603,who plays miss hardbroom in the worst witch,f
1301,train45623,who played the bride of frankenstein in the original movie,f
1302,train45726,actress who played the bionic woman in the seventies,f
1303,train45745,who is the lady in the hughesnet commercial,f
1304,train45796,ex wives of rock who were they married to,f
1305,train45846,who plays sister winifred in call the midwife,f
1306,train45911,who plays rachel's mom in season 2 of friends,f
1307,train45918,who has been the wife and mother of a us president,f
1308,train45919,who is the first woman ias officer in india,f
1309,train45939,who plays tom's wife on parks and recreation,f
1310,train45941,who plays the snow queen in once upon a time,f
1311,train45951,who wrote she used to love me alot,f
1312,train45992,who is the girl moaning in more human than human,f
1313,train46019,who played ted's sister on how i met your mother,f
1314,train46096,who sings mama can't buy you love,f
1315,train46183,who was the first african american female writer,f
1316,train46214,who plays grandma on fresh off the boat,f
1317,train46236,who was the female lead in top gun,f
1318,train46300,who is the actress playing hayden on general hospital,f
1319,train46343,who sang the song she thinks i still care,f
1320,train46373,who played zelda on sabrina the teenage witch,f
1321,train46434,who played the punk girl in freaks and geeks,f
1322,train46547,who is miss brooke on the skechers commercial,f
1323,train46566,who plays james corden's sister in gavin and stacey,f
1324,train46577,the girl who were kidnapped for 10 years,f
1325,train46582,who won the oscar for best actress in 2012,f
1326,train46595,who plays william wallace's wife in braveheart,f
1327,train46614,who is the first lady train driver in india,f
1328,train46621,in wuthering heights what is the first name of miss earnshaw,f
1329,train46637,who sings she left the suds in the bucket,f
1330,train46654,who sings i did it for the girl,f
1331,train46690,who is girl in luis fonsi despacito video,f
1332,train46722,who plays the mom in fresh off the boat,f
1333,train46838,who is the actress that played jenny in beverly hills cop,f
1334,train46847,who wrote miss peregrine's home for peculiar,f
1335,train46868,what is the name of heroine in i movie,f
1336,train46878,who sings you don't know her like i do,f
1337,train46911,who plays lily van der woodsen in gossip girl,f
1338,train46963,who plays simone canning on the good wife,f
1339,train46964,who played the bond girl in dr no,f
1340,train47040,who is the actress that plays in the movie peppermint,f
1341,train47145,name of heroine in shaadi mein zaroor aana,f
1342,train47153,who plays detective stabler's wife on law and order svu,f
1343,train47163,who plays tina in the princess and the frog,f
1344,train47184,who played the witch in hr puff n stuff,f
1345,train47209,who plays sandy rivers on how i met your mother,f
1346,train47232,who is the first female engineer in india,f
1347,train47266,who became the first scottish solo singer to make her debut in the singles chart at number one,f
1348,train47285,who was the actress in singing in the rain,f
1349,train47324,who plays the mom in everybody hates chris,f
1350,train47326,who recorded the most beautiful girl in the world,f
1351,train47350,who sings i am woman hear me roar,f
1352,train47394,who played eddie winslow's girlfriend on family matters,f
1353,train47452,who played bill paxton's fiance in twister,f
1354,train47457,who plays smash mom on friday night lights,f
1355,train47564,actress who plays shaw in person of interest,f
1356,train47612,who sings bella notte in lady and tramp,f
1357,train47642,when did queen write who wants to live forever,f
1358,train47648,who was the peasant girl who fought against england with the french troops,f
1359,train47671,who dies in girl meets world season 2,f
1360,train47738,who is beyonce talking about in her song heaven,f
1361,train47865,who is the girl in malibu most wanted,f
1362,train47881,who does the voice of mrs rabbit in peppa pig,f
1363,train47920,who did charity sell her baby to in emmerdale,f
1364,train47948,who played don on how i met your mother,f
1365,train47976,who was the old woman in phantom of the opera,f
1366,train48005,who bagged the miss universe title in may 2000 in camps,f
1367,train48026,who was the leading lady in raiders of the lost ark,f
1368,train48116,what is ralph angels real name on queen sugar,f
1369,train48158,who plays benedict arnold's wife in turn,f
1370,train48203,who plays claire's mom on modern family,f
1371,train48215,all in all azhagu raja movie actress name,f
1372,train48253,who played ross's girlfriend mona on friends,f
1373,train48282,what happens to the girl who lights a fire,f
1374,train48295,who plays the girl terminator in terminator 3,f
1375,train48300,who perform the produnova routine in her sports,f
1376,train48341,who plays max branning's wife in eastenders,f
1377,train48344,who was in the aaliyah i miss you video,f
1378,train48374,who played herman munster's wife on the munsters,f
1379,train48414,who played miss steele in sense and sensibility,f
1380,train48428,who was the first female general officer in the air force,f
1381,train48453,who hosted the table tennis 2017 itf women's world cup,f
1382,train48569,who plays rachel green's mother in friends,f
1383,train48585,who is the actress that plays gloria on modern family,f
1384,train48614,who plays cora's mother on downton abbey,f
1385,train48672,who won the women's singles wimbledon championship 2016,f
1386,train48684,who is the female singer in 10 things i hate about you,f
1387,train48809,the book one part woman has been authored by whom,f
1388,train48820,who is the woman judge listed in the old testament,f
1389,train48870,what is the name of frosty the snowman's wife,f
1390,train48879,who was the little girl in the movie them,f
1391,train48911,who played jesse's mom in breaking bad,f
1392,train48924,who played mrs howell on gilligan's island,f
1393,train48942,who is the women's basketball coach at notre dame,f
1394,train48945,who plays lucy in how i met your mother,f
1395,train48950,who is the girl in the walking after you video,f
1396,train48960,who played jackie robinson's wife in the movie 42,f
1397,train48964,who plays gabriel's mom on desperate housewives,f
1398,train48967,who wrote the song i let her lie,f
1399,train48994,who won the women's singles gold medal in tennis at the rio olympics,f
1400,train49013,where did hungry mother state park get its name,f
1401,train49039,who plays the daughter in how i met your mother,f
1402,train49069,who is the girl that sings with the chainsmokers,f
1403,train49084,who is the girl on the cover of falling in reverse album just like you,f
1404,train49108,who does david burtka play in how i met your mother,f
1405,train49112,who did uconn women's basketball lose to,f
1406,train49223,what does the name luca mean for a girl,f
1407,train49254,who plays the older sister on stranger things,f
1408,train49270,who played the mom in ferris bueller day off,f
1409,train49295,who is the girl in i knew i loved you video,f
1410,train49350,who is the actress who plays bethany in coronation street,f
1411,train49385,who sang lead on new edition candy girl,f
1412,train49417,how old is actress who plays audrey roberts,f
1413,train49422,who won us open women's singles 2017,f
1414,train49473,who played the eldest daughter in mrs. doubtfire,f
1415,train49537,who plays naomi clark's mom on 90210,f
1416,train49598,who wrote you can't blame a girl for trying,f
1417,train49600,who played aunt beru in revenge of the sith,f
1418,train49603,who owns the coral queen in the book flush,f
1419,train49607,who played the godsey's daughter on the waltons,f
1420,train49659,who plays ra's al ghul daughter in arrow,f
1421,train49688,dil toh baccha hai ji movie actress name,f
1422,train49713,who wrote the song country girl shake it for me,f
1423,train49757,who does helena bonham carter play in corpse bride,f
1424,train49774,who built the mortuary temple of queen hatshepsut,f
1425,train49875,who sings rock my world little country girl,f
1426,train49897,who is the girl singing in thunder by imagine dragons,f
1427,train49905,who is bianca and what role does she play in iago's scheme,f
1428,train49951,who is the actress that plays nell on general hospital,f
1429,train49992,who plays jacob's mom in the following,f
1430,train49997,who is known for her role in narmada bachao andolan,f
1431,train50014,who sings are you gonna be my girl,f
1432,train50090,who won the women's doubles in the french open,f
1433,train50110,who sings she's a woman by the beatles,f
1434,train50114,who plays stu's girlfriend in the hangover,f
